"Data Import Template"
"Table:","Workspace Sidebar"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Workspace Sidebar","","","","","","","","~","Workspace Sidebar Item","items","","","","","","","","","","","","","","","",""
"Column Labels:","ID","Created On","Created By","Title","Header Icon","For User","Standard","App","","ID","Created On","Created By","Label","Link Type","Icon","Type","Link To","Child Item","Tab","URL","Collapsible","Indent","Keep Closed","Show Arrow","Display Depends On (JS)","Filters","Route Options"
"Column Name:","name","creation","owner","title","header_icon","for_user","standard","app","~","name","creation","owner","label","link_type","icon","type","link_to","child","navigate_to_tab","url","collapsible","indent","keep_closed","show_arrow","display_depends_on","filters","route_options"
"Mandatory:","Yes","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Type:","Data","Datetime","Link","Data","Icon","Link","Check","Autocomplete","","Data","Datetime","Link","Data","Select","Icon","Select","Dynamic Link","Check","Autocomplete","Data","Check","Check","Check","Check","Code","Code","Code"
"Info:","","dd-mm-yyyy","Valid User","","","Valid User","0 or 1","","","","dd-mm-yyyy","Valid User","","One of: DocType, Page, Report, Workspace, Dashboard, URL","","One of: Link, Section Break, Spacer, Sidebar Item Group","","0 or 1","","","0 or 1","0 or 1","0 or 1","0 or 1","","",""
"Start entering data below this line"
"","","","","","","","","","","""njt5vtkqjp""","2025-11-10 16:49:07.269956","Administrator","Share Ledger","Report","list","Link","Share Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtk0fvoaf""","2025-11-10 16:49:07.269956","Administrator","Share Balance","Report","notepad-text","Link","Share Balance",1,"","",1,0,0,0,"","",""
"","""Stock""","2025-11-17 13:19:05.160130","Administrator","Stock","stock","",1,"erpnext","","""njuk7u3h7l""","2025-11-17 13:19:05.160130","Administrator","Home","Workspace","home","Link","Stock",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuoe5hpan""","2025-11-17 13:19:05.160130","Administrator","Dashboard","Dashboard","chart","Link","Stock",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuqjs0hk5""","2025-11-17 13:19:05.160130","Administrator","Stock Entry","DocType","stock","Link","Stock Entry",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njubbuvhcn""","2025-11-17 13:19:05.160130","Administrator","Purchase Receipt","DocType","receipt-text","Link","Purchase Receipt",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuggp4jem""","2025-11-17 13:19:05.160130","Administrator","Delivery Note","DocType","truck","Link","Delivery Note",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuatkhhq4""","2025-11-17 13:19:05.160130","Administrator","Material Request","DocType","arrow-left-to-line","Link","Material Request",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njughsfq0e""","2025-11-17 13:19:05.160130","Administrator","Pick List","DocType","caravan","Link","Pick List",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njutg5mm30""","2025-11-17 13:19:05.160130","Administrator","Tools","DocType","tool","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njuqllp3c9""","2025-11-17 13:19:05.160130","Administrator","Stock Reconciliation","DocType","","Link","Stock Reconciliation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuhf93h42""","2025-11-17 13:19:05.160130","Administrator","Landed Cost Voucher","DocType","","Link","Landed Cost Voucher",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuqk8hfev""","2025-11-17 13:19:05.160130","Administrator","Repost Item Valuation","DocType","","Link","Repost Item Valuation",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njulfjc0ks""","2025-11-17 13:19:05.160130","Administrator","Packing Slip","DocType","","Link","Packing Slip",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuhc8u5df""","2025-11-17 13:19:05.160130","Administrator","Quality Inspection","DocType","","Link","Quality Inspection",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njubv7k06s""","2025-11-17 13:19:05.160130","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njusmc01t0""","2025-11-17 13:19:05.160130","Administrator","Item","DocType","","Link","Item",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njujss5ba1""","2025-11-17 13:19:05.160130","Administrator","Item Group","DocType","","Link","Item Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju1e5gt29""","2025-11-17 13:19:05.160130","Administrator","Item Attribute","DocType","","Link","Item Attribute",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju5bq76lt""","2025-11-17 13:19:05.160130","Administrator","Brand","DocType","","Link","Brand",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju6ci9rj3""","2025-11-17 13:19:05.160130","Administrator","Warehouse","DocType","","Link","Warehouse",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuhm3bq80""","2025-11-17 13:19:05.160130","Administrator","Unit of Measure (UOM)","DocType","","Link","UOM",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njucbm831s""","2025-11-17 13:19:05.160130","Administrator","UOM Conversion Factor","DocType","","Link","UOM Conversion Factor",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju9u8a568""","2025-11-17 13:19:05.160130","Administrator","Serial No","DocType","","Link","Serial No",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuhf347nh""","2025-11-17 13:19:05.160130","Administrator","Batch No","DocType","","Link","Batch",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuleo0hkv""","2025-11-17 13:19:05.160130","Administrator","Serial and Batch Bundle","DocType","","Link","Serial and Batch Bundle",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njubneqj16""","2025-11-17 13:19:05.160130","Administrator","Inventory Dimension","DocType","","Link","Inventory Dimension",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njurfb6n6o""","2025-11-17 13:19:05.160130","Administrator","Shipping Rule","DocType","","Link","Shipping Rule",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuq3mq43n""","2025-11-17 13:19:05.160130","Administrator","Item Alternative","DocType","","Link","Item Alternative",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuv2rlprc""","2025-11-17 13:19:05.160130","Administrator","Quality Inspection Template","DocType","","Link","Quality Inspection Template",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njunjq2td9""","2025-11-17 13:19:05.160130","Administrator","Delivery Trip","DocType","","Link","Delivery Trip",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njue2eu5cs""","2025-11-17 13:19:05.160130","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju7bp6rd7""","2025-11-17 13:19:05.160130","Administrator","Stock Ledger","Report","","Link","Stock Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju4uvtjl4""","2025-11-17 13:19:05.160130","Administrator","Stock Balance","Report","","Link","Stock Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju7e1g6a0""","2025-11-17 13:19:05.160130","Administrator","Quick Stock Balance","DocType","","Link","Quick Stock Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju1od8lao""","2025-11-17 13:19:05.160130","Administrator","Stock Projected Qty","Report","","Link","Stock Projected Qty",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju8dtj79n""","2025-11-17 13:19:05.160130","Administrator","Stock Analytics","Report","","Link","Stock Analytics",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njug8bkfpb""","2025-11-17 13:19:05.160130","Administrator","Stock Ageing","Report","","Link","Stock Ageing",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njutug4cja""","2025-11-17 13:19:05.160130","Administrator","Purchase Receipt Trends","Report","","Link","Purchase Receipt Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njui5cephb""","2025-11-17 13:19:05.160130","Administrator","Delivery Note Trends","Report","","Link","Delivery Note Trends",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju0nluf2p""","2025-11-17 13:19:05.160130","Administrator","Item Price Stock","Report","","Link","Item Price Stock",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njum4ffcnk""","2025-11-17 13:19:05.160130","Administrator","Warehouse Wise Stock Balance","Report","","Link","Warehouse Wise Stock Balance",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuiv8a7e6""","2025-11-17 13:19:05.160130","Administrator","Item Shortage Report","Report","","Link","Item Shortage Report",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju1nv3qda""","2025-11-17 13:19:05.160130","Administrator","Serial No and Batch Traceability","Report","","Link","Serial No and Batch Traceability",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuobj5l8q""","2025-11-17 13:19:05.160130","Administrator","Serial No Status","Report","","Link","Serial No Status",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njul4i4eqv""","2025-11-17 13:19:05.160130","Administrator","Serial No Ledger","Report","","Link","Serial No Ledger",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njug9bh40n""","2025-11-17 13:19:05.160130","Administrator","Serial No Warranty Expiry","Report","","Link","Serial No Warranty Expiry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuqlbu5th""","2025-11-17 13:19:05.160130","Administrator","Batch-Wise Balance History","Report","","Link","Batch-Wise Balance History",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju84rejg6""","2025-11-17 13:19:05.160130","Administrator","Batch Item Expiry Status","Report","","Link","Batch Item Expiry Status",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuhlspfr0""","2025-11-17 13:19:05.160130","Administrator","Requested Items To Be Transferred","Report","","Link","Requested Items To Be Transferred",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njug13tsq6""","2025-11-17 13:19:05.160130","Administrator","Itemwise Recommended Reorder Level","Report","","Link","Itemwise Recommended Reorder Level",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju0v8cdfd""","2025-11-17 13:19:05.160130","Administrator","Item Variant Details","Report","","Link","Item Variant Details",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju7t6mmbc""","2025-11-17 13:19:05.160130","Administrator","Settings","DocType","settings","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njue4k2817""","2025-11-17 13:19:05.160130","Administrator","Stock Settings","DocType","","Link","Stock Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju3kas73q""","2025-11-17 13:19:05.160130","Administrator","Item Variant Settings","DocType","","Link","Item Variant Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njugog1g47""","2025-11-17 13:19:05.160130","Administrator","Stock Reposting Settings","DocType","","Link","Stock Reposting Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njulngrsrq""","2025-11-17 13:19:05.160130","Administrator","Delivery Settings","DocType","","Link","Delivery Settings",1,"","",1,0,0,0,"","",""
"","""Subcontracting""","2025-11-17 14:49:59.811213","Administrator","Subcontracting","getting-started","",1,"erpnext","","""njtefhe9kp""","2025-11-17 14:49:59.811213","Administrator","Home","Workspace","home","Link","Subcontracting",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt7s7qfuo""","2025-11-17 14:49:59.811213","Administrator","Subcontracting BOM","DocType","folder-tree","Link","Subcontracting BOM",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtg2gber4""","2025-11-17 14:49:59.811213","Administrator","Stock Entry","DocType","move-horizontal","Link","Stock Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtif0sojf""","2025-11-17 14:49:59.811213","Administrator","Inward Order","DocType","arrow-left-to-line","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njtd3ffkk5""","2025-11-17 14:49:59.811213","Administrator","Sales Order","DocType","","Link","Sales Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt1vrv55p""","2025-11-17 14:49:59.811213","Administrator","Subcontracting Order","DocType","","Link","Subcontracting Inward Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtfn6i1m4""","2025-11-17 14:49:59.811213","Administrator","Subcontracting Delivery","DocType","","Link","Stock Entry",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt15k6q78""","2025-11-17 14:49:59.811213","Administrator","Outward Order","DocType","arrow-right-from-line","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""njt3gtr4a4""","2025-11-17 14:49:59.811213","Administrator","Purchase Order","DocType","","Link","Purchase Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtmqs9te0""","2025-11-17 14:49:59.811213","Administrator","Subcontracting Order","DocType","","Link","Subcontracting Order",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt6am2cg3""","2025-11-17 14:49:59.811213","Administrator","Subcontracting Receipt","DocType","","Link","Subcontracting Receipt",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtvqgb40u""","2025-11-17 14:49:59.811213","Administrator","Reports","DocType","notepad-text","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njt6tetmj7""","2025-11-17 14:49:59.811213","Administrator","Subcontract Order Summary","Report","","Link","Subcontract Order Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt6jvtssr""","2025-11-17 14:49:59.811213","Administrator","Materials To Be Transferred","Report","","Link","Subcontracted Raw Materials To Be Transferred",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt0g9j404""","2025-11-17 14:49:59.811213","Administrator","Items To Be Received","Report","","Link","Subcontracted Item To Be Received",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtei55qv5""","2025-11-17 14:49:59.811213","Administrator","Settings","DocType","settings","Link","Buying Settings",0,"subcontract","",1,0,0,0,"","",""
"","""Subscription""","2025-11-10 16:08:50.904116","Administrator","Subscription","accounting","",1,"erpnext","","""njtfi8a4l8""","2025-11-10 16:08:50.904116","Administrator","Subscription","DocType","circle-dollar-sign","Link","Subscription",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt9qisfpf""","2025-11-10 16:08:50.904116","Administrator","Subscription Plan","DocType","receipt-text","Link","Subscription Plan",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtdr9ni31""","2025-11-10 16:08:50.904116","Administrator","Subscription Settings","DocType","settings","Link","Subscription Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtf0sbg28""","2025-11-10 16:08:50.904116","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njtjg8ou1d""","2025-11-10 16:08:50.904116","Administrator","Customer","DocType","","Link","Customer",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njtqjsqm94""","2025-11-10 16:08:50.904116","Administrator","Supplier","DocType","","Link","Supplier",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njt4nbge88""","2025-11-10 16:08:50.904116","Administrator","Item","DocType","","Link","Item",1,"","",1,0,0,0,"","",""
"","""Support""","2025-10-26 21:53:46.636967","Administrator","Support","support","",1,"erpnext","","""njui8lfmbr""","2025-10-26 21:53:46.636967","Administrator","Home","Workspace","home","Link","Support",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju85467cu""","2025-10-26 21:53:46.636967","Administrator","Issue","DocType","file-question-mark","Link","Issue",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuu4kb7ar""","2025-10-26 21:53:46.636967","Administrator","Maintenance Schedule","DocType","calendar-days","Link","Maintenance Schedule",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njusvb7fla""","2025-10-26 21:53:46.636967","Administrator","Maintenance Visit","DocType","calendar-check-2","Link","Maintenance Visit",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njues9inq7""","2025-10-26 21:53:46.636967","Administrator","Warranty Claim","DocType","grid-2x2-check","Link","Warranty Claim",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njukv73a96""","2025-10-26 21:53:46.636967","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njuuqm5ov6""","2025-10-26 21:53:46.636967","Administrator","Issue Type","DocType","","Link","Issue Type",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju81inb2v""","2025-10-26 21:53:46.636967","Administrator","Issue Priority","DocType","","Link","Issue Priority",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuusffv3l""","2025-10-26 21:53:46.636967","Administrator","Service Level Agreement","DocType","","Link","Service Level Agreement",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njudjihcev""","2025-10-26 21:53:46.636967","Administrator","Reports","DocType","notepad-text","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njuhkdo2vv""","2025-10-26 21:53:46.636967","Administrator","First Response Time for Issues","Report","","Link","First Response Time for Issues",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuekine0c""","2025-10-26 21:53:46.636967","Administrator","Settings","DocType","settings","Link","Support Settings",0,"","",1,0,0,0,"","",""
"","""System""","2025-10-26 21:53:46.639904","Administrator","System","monitor-check","",1,"frappe","","""n83t2c0gs2""","2025-10-26 21:53:46.639904","Administrator","Health Report","DocType","heart-pulse","Link","System Health Report",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n838dq95ui""","2025-10-26 21:53:46.639904","Administrator","Notifications","DocType","bell","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n83qvk65sb""","2025-10-26 21:53:46.639904","Administrator","Notification","DocType","","Link","Notification",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83ighu6io""","2025-10-26 21:53:46.639904","Administrator","Notification Settings","DocType","","Link","Notification Settings",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8334t5tpq""","2025-10-26 21:53:46.639904","Administrator","Background Job","DocType","server","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n8309gfhi3""","2025-10-26 21:53:46.639904","Administrator","RQ Job","DocType","","Link","RQ Job",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n835po0h2h""","2025-10-26 21:53:46.639904","Administrator","RQ Worker","DocType","","Link","RQ Worker",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83vfqnovn""","2025-10-26 21:53:46.639904","Administrator","Scheduled Job Type","DocType","","Link","Scheduled Job Type",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83dh699pl""","2025-10-26 21:53:46.639904","Administrator","Scheduled Job Log","DocType","","Link","Scheduled Job Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83b1p1hsj""","2025-10-26 21:53:46.639904","Administrator","Scheduler Event","DocType","","Link","Scheduler Event",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83gmb3uj5""","2025-10-26 21:53:46.639904","Administrator","Tools","DocType","tool","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n83d3jjfo0""","2025-10-26 21:53:46.639904","Administrator","System Console","DocType","","Link","System Console",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83jbmtmit""","2025-10-26 21:53:46.639904","Administrator","Recorder","DocType","","Link","Recorder",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n834vomin4""","2025-10-26 21:53:46.639904","Administrator","Logs","DocType","logs","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n83mv1cb5d""","2025-10-26 21:53:46.639904","Administrator","Error Log","DocType","","Link","Error Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n830u8f3v2""","2025-10-26 21:53:46.639904","Administrator","API Request Log","DocType","","Link","API Request Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83qgacug1""","2025-10-26 21:53:46.639904","Administrator","View Log","DocType","","Link","View Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83je9sqm0""","2025-10-26 21:53:46.639904","Administrator","Patch Log","DocType","","Link","Patch Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83kkjr8o2""","2025-10-26 21:53:46.639904","Administrator","Log Settings","DocType","settings","Link","Log Settings",0,"","",1,0,0,0,"","",""
"","""Taxes""","2025-11-12 15:03:06.180114","Administrator","Taxes","money-coins-1","",1,"erpnext","","""njupg0ros4""","2025-11-12 15:03:06.180114","Administrator","Sales Tax Template","DocType","panel-bottom-close","Link","Sales Taxes and Charges Template",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njufrc15go""","2025-11-12 15:03:06.180114","Administrator","Purchase Tax Template","DocType","panel-top-close","Link","Purchase Taxes and Charges Template",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""nju2iu028r""","2025-11-12 15:03:06.180114","Administrator","Item Tax Template","DocType","stock","Link","Item Tax Template",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuirct1s7""","2025-11-12 15:03:06.180114","Administrator","Setup","DocType","database","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""nju73ohe9r""","2025-11-12 15:03:06.180114","Administrator","Tax Category","DocType","triangle","Link","Tax Category",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njupood4s6""","2025-11-12 15:03:06.180114","Administrator","Tax Rule","DocType","book-open-text","Link","Tax Rule",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njul893m3l""","2025-11-12 15:03:06.180114","Administrator","Tax Withholding Category","DocType","book-text","Link","Tax Withholding Category",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njupi793h7""","2025-11-12 15:03:06.180114","Administrator","Tax Withholding Group","DocType","","Link","Tax Withholding Group",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njulsr5obs""","2025-11-12 15:03:06.180114","Administrator","Deduction Certificate","DocType","notebook-text","Link","Lower Deduction Certificate",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njuam6pqkm""","2025-11-12 15:03:06.180114","Administrator","Reports","DocType","sheet","Section Break","",0,"","",1,1,1,0,"","",""
"","","","","","","","","","","""njufe180c1""","2025-11-12 15:03:06.180114","Administrator","TDS Computation Summary","Report","","Link","TDS Computation Summary",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""njufjm98rr""","2025-11-12 15:03:06.180114","Administrator","Tax Withholding Details","Report","","Link","Tax Withholding Details",1,"","",1,0,0,0,"","",""
"","""Users""","2025-10-26 21:53:46.648433","Administrator","Users","users","",1,"frappe","","""n83r12v2ev""","2025-10-26 21:53:46.648433","Administrator","Home","Workspace","home","Link","Users",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83hkmoe1j""","2025-10-26 21:53:46.648433","Administrator","User","DocType","user","Link","User",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8332h1821""","2025-10-26 21:53:46.648433","Administrator","Role","DocType","users","Link","Role",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83p8cpj6r""","2025-10-26 21:53:46.648433","Administrator","Permissions","DocType","lock-keyhole","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n837ct8t64""","2025-10-26 21:53:46.648433","Administrator","User Permission","DocType","","Link","User Permission",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83csq89vj""","2025-10-26 21:53:46.648433","Administrator","Permission Manager","Page","","Link","permission-manager",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n839cdorp9""","2025-10-26 21:53:46.648433","Administrator","Permission Inspector","DocType","","Link","Permission Inspector",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83fpkrgek""","2025-10-26 21:53:46.648433","Administrator","Audits","DocType","file-lock","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n830k0c1nc""","2025-10-26 21:53:46.648433","Administrator","Activity Log","DocType","","Link","Activity Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8342o78in""","2025-10-26 21:53:46.648433","Administrator","Permission Log","DocType","","Link","Permission Log",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83dj4b2k8""","2025-10-26 21:53:46.648433","Administrator","Access Log","DocType","","Link","Access Log",1,"","",1,0,0,0,"","",""
"","""Website""","2025-10-26 21:53:46.651263","Administrator","Website","website","",1,"frappe","","""n83fkajm7r""","2025-10-26 21:53:46.651263","Administrator","Home","Workspace","home","Link","Website",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83nglpbiu""","2025-10-26 21:53:46.651263","Administrator","Web Page","DocType","web","Link","Web Page",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n834emn7vs""","2025-10-26 21:53:46.651263","Administrator","Web Form","DocType","notebook-pen","Link","Web Form",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83ab1sf19""","2025-10-26 21:53:46.651263","Administrator","Settings","DocType","settings","Link","Website Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83gtibsdo""","2025-10-26 21:53:46.651263","Administrator","Portal Settings","DocType","settings","Link","Portal Settings",0,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n8317d5gnp""","2025-10-26 21:53:46.651263","Administrator","Customize","DocType","customization","Section Break","",0,"","",1,1,0,0,"","",""
"","","","","","","","","","","""n831mrm0ta""","2025-10-26 21:53:46.651263","Administrator","Website Script","DocType","","Link","Website Script",1,"","",1,0,0,0,"","",""
"","","","","","","","","","","""n83vl43ati""","2025-10-26 21:53:46.651263","Administrator","Website Theme","DocType","","Link","Website Theme",1,"","",1,0,0,0,"","",""
